PhoneNumber,Name,City,State,Carrier,Type,SpamScore
+917689913828,Karun Mehta,Chandigarh,Punjab,Vodafone Idea,Mobile,0
+918024285574,Rashmi Dubey,Faridabad,Haryana,Airtel,Mobile,0
+917984756799,Paresh Yadav,Hyderabad,Telangana,Airtel,Mobile,0
+919495451443,Mohit Patil,Madurai,Tamil Nadu,Vodafone Idea,Mobile,0
+919532480978,Lakshmi Chauhan,Jodhpur,Rajasthan,Vodafone Idea,Mobile,0
+919255777940,Aarush Bhatia,Aurangabad,Maharashtra,Vodafone Idea,Mobile,0
+917163600526,Arun Gowda,Hyderabad,Telangana,Airtel,Mobile,0
+918023639442,Mukesh Barua,Indore,Madhya Pradesh,Vodafone Idea,Mobile,0
+918765200606,Arjun Mandal,Chennai,Tamil Nadu,BSNL,Mobile,0
+917937973749,Kuldeep Shinde,Lucknow,Uttar Pradesh,Jio,Mobile,0
+916022781033,Rahul Hegde,Srinagar,Jammu & Kashmir,Vodafone Idea,Mobile,0
+918737859986,Neelam Chatterjee,Shimla,Himachal Pradesh,Vodafone Idea,Mobile,0
+919474602693,Sukhpreet More,Ghaziabad,Uttar Pradesh,Vodafone Idea,Mobile,0
+918667646625,Arnav Dhawan,Dehradun,Uttarakhand,Jio,Mobile,0
+919224834574,Sai Singhal,Surat,Gujarat,Jio,Mobile,0
+918491871444,Anita Banerjee,Jaipur,Rajasthan,Airtel,Mobile,0
+917641548584,Vivaan Chakraborty,Vijayawada,Andhra Pradesh,BSNL,Mobile,0
+917529380455,Sarita Garg,Allahabad,Uttar Pradesh,Jio,Mobile,0
+917214354071,Satish Pandey,Navi Mumbai,Maharashtra,Vodafone Idea,Mobile,0
+918686396543,Manoj Shukla,Madurai,Tamil Nadu,Airtel,Mobile,0
+918933086526,Jaspreet Gowda,Ranchi,Jharkhand,Jio,Mobile,0
+916041610274,Ayaan Pillai,Shimla,Himachal Pradesh,BSNL,Mobile,0
+916385623240,Simran Choudhary,Kanpur,Uttar Pradesh,BSNL,Mobile,0
+916320258726,Vinod Bora,Patna,Bihar,Airtel,Mobile,0
+917166660614,Bhavna Mitra,Thiruvananthapuram,Kerala,BSNL,Mobile,0
+919028382349,Swati Tandon,Hyderabad,Telangana,Airtel,Mobile,0
+919578791115,Simran Ghosh,Jodhpur,Rajasthan,Vodafone Idea,Mobile,0
+918197684263,Jitesh Vaghela,Surat,Gujarat,Vodafone Idea,Mobile,0
+918238364755,Tejinder Reddy,Lucknow,Uttar Pradesh,Jio,Mobile,0
+917066800067,Sai Kumar,Jaipur,Rajasthan,Vodafone Idea,Mobile,0
+916288015175,Manoj Nair,Vadodara,Gujarat,Jio,Mobile,0
+917661558284,Sushma Modi,Noida,Uttar Pradesh,Jio,Mobile,0
+919595966663,Manish Kaul,Agra,Uttar Pradesh,Jio,Mobile,0
+918773485374,Aarohi Dutta,Indore,Madhya Pradesh,Airtel,Mobile,0
+917998336201,Smita Shekhawat,Tiruchirappalli,Tamil Nadu,Airtel,Mobile,0
+918244983797,Harish Saikia,Delhi,Delhi,Jio,Mobile,0
+918053483921,Pooja Mehta,Srinagar,Jammu & Kashmir,Jio,Mobile,0
+916228721322,Shalini Saikia,Noida,Uttar Pradesh,BSNL,Mobile,0
+916116067297,Shaurya Choudhary,Varanasi,Uttar Pradesh,Airtel,Mobile,0
+916091544351,Priya Sethi,Aurangabad,Maharashtra,Vodafone Idea,Mobile,0
+917768903794,Atharv More,Thane,Maharashtra,Jio,Mobile,0
+918164837821,Kuldeep Ahuja,Surat,Gujarat,Jio,Mobile,0
+916140465902,Reyansh Shah,Hubli,Karnataka,BSNL,Mobile,0
+916213203055,Rajeev Gowda,Coimbatore,Tamil Nadu,Jio,Mobile,0
+917990615423,Anvi Solanki,Coimbatore,Tamil Nadu,Airtel,Mobile,0
+918032290464,Hitesh Mehta,Jodhpur,Rajasthan,Jio,Mobile,0
+917474859325,Pradeep Ghosh,Guwahati,Assam,BSNL,Mobile,0
+917945051604,Pari Pai,Mangalore,Karnataka,BSNL,Mobile,0
+917939961184,Dhruv Rao,Bhubaneswar,Odisha,Airtel,Mobile,0
+916118684649,Myra Verma,Bangalore,Karnataka,Vodafone Idea,Mobile,0
+919966007854,Ramesh Talwar,Agra,Uttar Pradesh,Vodafone Idea,Mobile,0
+917587999930,Ritu Dar,Indore,Madhya Pradesh,BSNL,Mobile,0
+918329413823,Reyansh Singh,Belgaum,Karnataka,Vodafone Idea,Mobile,0
+918621522152,Vinita Bhat,Thiruvananthapuram,Kerala,Vodafone Idea,Mobile,0
+919470142689,Rupesh Khare,Shimla,Himachal Pradesh,Vodafone Idea,Mobile,0
+918629538145,Shalini Pai,Bhubaneswar,Odisha,Airtel,Mobile,0
+916279549072,Padma Singh,Srinagar,Jammu & Kashmir,Airtel,Mobile,0
+919346176292,Anjali Deshmukh,Thiruvananthapuram,Kerala,Jio,Mobile,0
+918364277932,Seema Kaul,Shimla,Himachal Pradesh,BSNL,Mobile,0
+918472901378,Meera Dutta,Bangalore,Karnataka,Vodafone Idea,Mobile,0
+917639105373,Harpreet Mehra,Ludhiana,Punjab,Airtel,Mobile,0
+916310371397,Pradeep Bora,Indore,Madhya Pradesh,Jio,Mobile,0
+917042123442,Aditya Mathur,Chennai,Tamil Nadu,Airtel,Mobile,0
+917149797485,Paresh Parmar,Hubli,Karnataka,BSNL,Mobile,0
+917681663747,Arjun Bhatia,Ahmedabad,Gujarat,Jio,Mobile,0
+918236473805,Aanya Rawat,Nagpur,Maharashtra,Jio,Mobile,0
+918861285452,Divya Dubey,Surat,Gujarat,Airtel,Mobile,0
+916282228224,Navpreet Shetty,Navi Mumbai,Maharashtra,Jio,Mobile,0
+917617784363,Sunanda Warrier,Guwahati,Assam,Airtel,Mobile,0
+916094950739,Reshma Mehta,Srinagar,Jammu & Kashmir,BSNL,Mobile,0
+919995392398,Yash Mitra,Thiruvananthapuram,Kerala,Vodafone Idea,Mobile,0
+919187786694,Sunil Khanna,Nashik,Maharashtra,Vodafone Idea,Mobile,0
+919232588591,Usha Arora,Pune,Maharashtra,BSNL,Mobile,0
+919943647235,Lakshmi Mandal,Vadodara,Gujarat,Vodafone Idea,Mobile,0
+918951606686,Mohit Bhatia,Rajkot,Gujarat,BSNL,Mobile,0
+918978049921,Anita Dubey,Agra,Uttar Pradesh,Airtel,Mobile,0
+916345236409,Rashmi Bora,Ludhiana,Punjab,Vodafone Idea,Mobile,0
+917487828162,Aarush Mir,Mumbai,Maharashtra,Vodafone Idea,Mobile,0
+917412922150,Ananya Mehra,Dehradun,Uttarakhand,Airtel,Mobile,0
+917670022885,Ishaan Malhotra,Bhopal,Madhya Pradesh,Jio,Mobile,0
+918394025103,Amanpreet Dey,Varanasi,Uttar Pradesh,Vodafone Idea,Mobile,0
+917541435785,Krishna Chopra,Navi Mumbai,Maharashtra,Airtel,Mobile,0
+918274751400,Navpreet Negi,Dehradun,Uttarakhand,Airtel,Mobile,0
+919417163309,Arun Dubey,Visakhapatnam,Andhra Pradesh,Airtel,Mobile,0
+918714070432,Kishan Tiwari,Aurangabad,Maharashtra,BSNL,Mobile,0
+916097472390,Priya Dar,Visakhapatnam,Andhra Pradesh,Vodafone Idea,Mobile,0
+917316472300,Vinod Mitra,Amritsar,Punjab,BSNL,Mobile,0
+918121982431,Usha Shetty,Ludhiana,Punjab,BSNL,Mobile,0
+919666055686,Shaurya Singh,Jammu,Jammu & Kashmir,BSNL,Mobile,0
+916079363227,Navpreet Bhat,Coimbatore,Tamil Nadu,Vodafone Idea,Mobile,0
+916342343001,Tejinder Mir,Aurangabad,Maharashtra,BSNL,Mobile,0
+918223804413,Vihaan Bhatia,Surat,Gujarat,BSNL,Mobile,0
+918195329584,Sushma Suri,Srinagar,Jammu & Kashmir,Jio,Mobile,0
+919413553946,Jaspreet Jadeja,Dehradun,Uttarakhand,BSNL,Mobile,0
+919664154858,Neha Kurup,Ahmedabad,Gujarat,Vodafone Idea,Mobile,0
+919727629333,Pari Shah,Hubli,Karnataka,Airtel,Mobile,0
+918865257264,Manpreet Kumar,Varanasi,Uttar Pradesh,Airtel,Mobile,0
+919966465158,Nisha Pawar,Kolkata,West Bengal,BSNL,Mobile,0
+919525748111,Rashmi Bora,Thane,Maharashtra,Airtel,Mobile,0
+919914571949,Rohit Khanna,Surat,Gujarat,Jio,Mobile,0
+918427819468,Navpreet Pant,Hyderabad,Telangana,Jio,Mobile,0
+918181028564,Sandeep Mathur,Agra,Uttar Pradesh,Jio,Mobile,0
+917238126232,Gaurav Chatterjee,Ranchi,Jharkhand,Jio,Mobile,0
+918841141209,Preeti Ahuja,Kolkata,West Bengal,Airtel,Mobile,0
+919051263551,Deepa Roy,Chennai,Tamil Nadu,Vodafone Idea,Mobile,0
+919118325116,Pradeep Rawat,Thane,Maharashtra,Jio,Mobile,0
+917258173963,Alpesh Mandal,Nashik,Maharashtra,Jio,Mobile,0
+919340391889,Namita Rathore,Nagpur,Maharashtra,Airtel,Mobile,0
+917957021726,Anita Arora,Nagpur,Maharashtra,BSNL,Mobile,0
+916174469673,Sandeep Pillai,Hubli,Karnataka,Jio,Mobile,0
+918429827377,Mohan Choudhary,Indore,Madhya Pradesh,Vodafone Idea,Mobile,0
+919898905499,Arun Tripathi,Tiruchirappalli,Tamil Nadu,BSNL,Mobile,0
+917057374913,Rakesh Choudhary,Ahmedabad,Gujarat,BSNL,Mobile,0
+919367572393,Mukul Thakur,Nagpur,Maharashtra,Airtel,Mobile,0
+919322839462,Aanya Jain,Salem,Tamil Nadu,Airtel,Mobile,0
+917686435292,Lalit Biswas,Thane,Maharashtra,Vodafone Idea,Mobile,0
+917853829746,Preeti Kaul,Mysore,Karnataka,Vodafone Idea,Mobile,0
+918316766575,Anika Menon,Ghaziabad,Uttar Pradesh,BSNL,Mobile,0
+916278128055,Seema Mukherjee,Raipur,Chhattisgarh,Vodafone Idea,Mobile,0
+917180044170,Lakshmi Roy,Jaipur,Rajasthan,Vodafone Idea,Mobile,0
+917255083365,Vinod Tomar,Salem,Tamil Nadu,Vodafone Idea,Mobile,0
+917693677985,Sushma Sethi,Belgaum,Karnataka,BSNL,Mobile,0
+918825201514,Kunal Kulkarni,Kolkata,West Bengal,Vodafone Idea,Mobile,0
+917388773473,Usha Bisht,Noida,Uttar Pradesh,BSNL,Mobile,0
+917668947660,Sanjiv Chopra,Hyderabad,Telangana,Airtel,Mobile,0
+918992265063,Jaspreet Warrier,Chennai,Tamil Nadu,BSNL,Mobile,0
+919885008626,Aarohi Nair,Ludhiana,Punjab,Vodafone Idea,Mobile,0
+917081983889,Ritu Negi,Nagpur,Maharashtra,Jio,Mobile,0
+918217891879,Karun Negi,Ludhiana,Punjab,Jio,Mobile,0
+917118993708,Nitin Roy,Shimla,Himachal Pradesh,Airtel,Mobile,0
+918891820205,Aadhya Verma,Mangalore,Karnataka,Airtel,Mobile,0
+918312791011,Usha Yadav,Salem,Tamil Nadu,Airtel,Mobile,0
+917955236656,Sushma Solanki,Aurangabad,Maharashtra,Vodafone Idea,Mobile,0
+917626052067,Usha Raina,Surat,Gujarat,BSNL,Mobile,0
+919813322114,Sukhpreet Pant,Thiruvananthapuram,Kerala,Vodafone Idea,Mobile,0
+917325350810,Vipul Mitra,Navi Mumbai,Maharashtra,Vodafone Idea,Mobile,0
+918360602307,Pradeep Dubey,Gurugram,Haryana,BSNL,Mobile,0
+919189812228,Anika Rathore,Jabalpur,Madhya Pradesh,BSNL,Mobile,0
+919566338440,Varun Chakraborty,Raipur,Chhattisgarh,Vodafone Idea,Mobile,0
+917930149524,Sunil Goyal,Agra,Uttar Pradesh,Jio,Mobile,0
+918018626446,Manju Khanna,Ranchi,Jharkhand,Airtel,Mobile,0
+918283597528,Rekha Dubey,Surat,Gujarat,BSNL,Mobile,0
+918124394300,Ritu Kapoor,Gwalior,Madhya Pradesh,BSNL,Mobile,0
+916224085172,Tarun Choudhary,Ghaziabad,Uttar Pradesh,Jio,Mobile,0
+919081206700,Vineet Ghosh,Amritsar,Punjab,Jio,Mobile,0
+917433571362,Vikram Jadeja,Ghaziabad,Uttar Pradesh,BSNL,Mobile,0
+919161512251,Seema Vaghela,Guwahati,Assam,Vodafone Idea,Mobile,0
+916060943756,Chetan Mitra,Rajkot,Gujarat,BSNL,Mobile,0
+917247283675,Sunanda Pant,Chennai,Tamil Nadu,BSNL,Mobile,0
+918790552045,Jitesh Yadav,Vadodara,Gujarat,Jio,Mobile,0
+918790957069,Ishaan Shetty,Guwahati,Assam,Airtel,Mobile,0
+919254376378,Sukhpreet Kaul,Indore,Madhya Pradesh,Airtel,Mobile,0
+918294772392,Brijesh Tomar,Chennai,Tamil Nadu,Airtel,Mobile,0
+918036060906,Meera Dey,Ghaziabad,Uttar Pradesh,Airtel,Mobile,0
+919835437120,Krishna Pai,Visakhapatnam,Andhra Pradesh,Vodafone Idea,Mobile,0
+917020018968,Aadhya Talwar,Noida,Uttar Pradesh,Jio,Mobile,0
+918855666053,Reshma Bose,Amritsar,Punjab,Jio,Mobile,0
+919015321900,Arun Ahuja,Chennai,Tamil Nadu,Jio,Mobile,0
+918422702991,Namita Mukherjee,Faridabad,Haryana,Airtel,Mobile,0
+917386441484,Arnav Singhal,Varanasi,Uttar Pradesh,Airtel,Mobile,0
+919023872106,Sunanda Chakraborty,Ahmedabad,Gujarat,BSNL,Mobile,0
+918453123343,Sukhpreet Menon,Mangalore,Karnataka,Vodafone Idea,Mobile,0
+916217489911,Umesh Bajaj,Chandigarh,Punjab,Vodafone Idea,Mobile,0
+916327555549,Anika Mehra,Mumbai,Maharashtra,Vodafone Idea,Mobile,0
+916155154319,Chetan Dar,Amritsar,Punjab,Airtel,Mobile,0
+918514300978,Ishaan Deshmukh,Mangalore,Karnataka,Vodafone Idea,Mobile,0
+919380123790,Kunal Tandon,Mysore,Karnataka,Vodafone Idea,Mobile,0
+916390931065,Tejinder Modi,Kolkata,West Bengal,Airtel,Mobile,0
+917424200662,Simran Jadhav,Ghaziabad,Uttar Pradesh,BSNL,Mobile,0
+917480889372,Tarun Rajput,Bangalore,Karnataka,Vodafone Idea,Mobile,0
+919426455140,Harpreet Jain,Belgaum,Karnataka,Airtel,Mobile,0
+917382381666,Lokesh Sarkar,Ghaziabad,Uttar Pradesh,BSNL,Mobile,0
+919811317137,Kapil Shukla,Patna,Bihar,Jio,Mobile,0
+917887255827,Kuldeep Nair,Chandigarh,Punjab,BSNL,Mobile,0
+917232852846,Chetan Bora,Agra,Uttar Pradesh,BSNL,Mobile,0
+917646142101,Pankaj Malhotra,Salem,Tamil Nadu,BSNL,Mobile,0
+916054372066,Divya Verma,Faridabad,Haryana,Jio,Mobile,0
+919821015587,Anvi Paul,Pune,Maharashtra,Jio,Mobile,0
+917921411259,Sai Malhotra,Mangalore,Karnataka,Jio,Mobile,0
+916116051571,Paresh Shah,Mumbai,Maharashtra,Vodafone Idea,Mobile,0
+918623367477,Aadhya Rao,Jaipur,Rajasthan,Vodafone Idea,Mobile,0
+917114945939,Sunanda Solanki,Ahmedabad,Gujarat,Jio,Mobile,0
+918566000437,Rudra Khanna,Jabalpur,Madhya Pradesh,Vodafone Idea,Mobile,0
+919977831608,Karthik Chauhan,Gurugram,Haryana,Jio,Mobile,0
+918740188371,Divya Kurup,Bhopal,Madhya Pradesh,BSNL,Mobile,0
+918262090945,Gaurav Shinde,Gurugram,Haryana,BSNL,Mobile,0
+916065425972,Asha Banerjee,Varanasi,Uttar Pradesh,Vodafone Idea,Mobile,0
+919486969876,Alpesh Kamath,Jodhpur,Rajasthan,BSNL,Mobile,0
+916370201734,Atharv Rawat,Faridabad,Haryana,BSNL,Mobile,0
+919924136028,Anika Shinde,Raipur,Chhattisgarh,Airtel,Mobile,0
+916349378381,Neelam Rathore,Tiruchirappalli,Tamil Nadu,Jio,Mobile,0
+919034199095,Anjali Bhatia,Mysore,Karnataka,Vodafone Idea,Mobile,0
+917633275780,Sara Chauhan,Aurangabad,Maharashtra,Vodafone Idea,Mobile,0
+919497191050,Meera Patel,Delhi,Delhi,Vodafone Idea,Mobile,0
+918356348055,Pari Mehra,Mangalore,Karnataka,Vodafone Idea,Mobile,0
+918632409416,Vinita Malhotra,Vijayawada,Andhra Pradesh,Vodafone Idea,Mobile,0
+918160415515,Anjali Ghosh,Madurai,Tamil Nadu,Jio,Mobile,0
+918181900207,Garima Rajput,Varanasi,Uttar Pradesh,Vodafone Idea,Mobile,0
+919270807516,Sunanda Pawar,Faridabad,Haryana,BSNL,Mobile,0
+917667775529,Lalita Mitra,Thane,Maharashtra,Vodafone Idea,Mobile,0
+919647649034,Deepa Joshi,Shimla,Himachal Pradesh,BSNL,Mobile,0
+919883043845,Kiran Patil,Dehradun,Uttarakhand,BSNL,Mobile,0
+919777319288,Kishan Tripathi,Vadodara,Gujarat,Vodafone Idea,Mobile,0
+919411624613,Reshma Bhat,Gurugram,Haryana,BSNL,Mobile,0
+919810601521,Reema Pillai,Shimla,Himachal Pradesh,BSNL,Mobile,0
+917548842233,Geeta Roy,Ahmedabad,Gujarat,Vodafone Idea,Mobile,0
+918338049193,Jitesh Pillai,Indore,Madhya Pradesh,Airtel,Mobile,0
+916236077243,Reshma Pai,Tiruchirappalli,Tamil Nadu,Vodafone Idea,Mobile,0
+917089955310,Ishaan Singh,Gwalior,Madhya Pradesh,Airtel,Mobile,0
+918845753112,Shikha Shekhawat,Aurangabad,Maharashtra,Airtel,Mobile,0
+917485250675,Pankaj Ghosh,Vijayawada,Andhra Pradesh,BSNL,Mobile,0
+917643261638,Pooja Ghosh,Chennai,Tamil Nadu,Airtel,Mobile,0
+919329634484,Smita Raina,Chennai,Tamil Nadu,Jio,Mobile,0
+918012239225,Anvi More,Gurugram,Haryana,BSNL,Mobile,0
+918766578996,Gurpreet Rathore,Bangalore,Karnataka,Vodafone Idea,Mobile,0
+918712957803,Myra Shetty,Belgaum,Karnataka,BSNL,Mobile,0
+918624036457,Ajay Gupta,Madurai,Tamil Nadu,Airtel,Mobile,0
+917114043435,Sarita Gogoi,Kolkata,West Bengal,Airtel,Mobile,0
+918736407208,Divya Pawar,Mysore,Karnataka,BSNL,Mobile,0
+919488667464,Sukhpreet Mandal,Ranchi,Jharkhand,Jio,Mobile,0
+919350661940,Rajeev Paul,Pune,Maharashtra,BSNL,Mobile,0
+918720123361,Ayaan Pawar,Jabalpur,Madhya Pradesh,Jio,Mobile,0
+919579381629,Tejinder Bose,Amritsar,Punjab,Vodafone Idea,Mobile,0
+917162313033,Anjali Saikia,Thane,Maharashtra,Vodafone Idea,Mobile,0
+918043957227,Roshan Nair,Jodhpur,Rajasthan,Vodafone Idea,Mobile,0
+918317472027,Suresh Mathur,Patna,Bihar,Airtel,Mobile,0
+918925902883,Neha Warrier,Hyderabad,Telangana,BSNL,Mobile,0
+918010684488,Jyoti Dey,Thane,Maharashtra,Jio,Mobile,0
+919512355956,Rahul Bose,Navi Mumbai,Maharashtra,Airtel,Mobile,0
+917298805706,Naveen Chauhan,Mangalore,Karnataka,Jio,Mobile,0
+918835876952,Naresh Tiwari,Hubli,Karnataka,Airtel,Mobile,0
+919820953950,Naveen Saxena,Bhubaneswar,Odisha,Airtel,Mobile,0
+919649638306,Kishan Dhawan,Navi Mumbai,Maharashtra,Airtel,Mobile,0
+916270970372,Sapna Bhat,Bhubaneswar,Odisha,Vodafone Idea,Mobile,0
+916079971549,Umesh Mehta,Dehradun,Uttarakhand,Vodafone Idea,Mobile,0
+917499250580,Deepa Gowda,Allahabad,Uttar Pradesh,Jio,Mobile,0
+916012758102,Rahul Kamath,Ahmedabad,Gujarat,Airtel,Mobile,0
+917654171872,Ishaan Roy,Tiruchirappalli,Tamil Nadu,BSNL,Mobile,0
+916027724224,Priya Roy,Ranchi,Jharkhand,Vodafone Idea,Mobile,0
+919114494837,Padma Tomar,Mysore,Karnataka,Jio,Mobile,0
+917795290985,Ashish Mishra,Kolkata,West Bengal,Vodafone Idea,Mobile,0
+918918421206,Kiran Bose,Mysore,Karnataka,Airtel,Mobile,0
+917992705422,Anita Shukla,Mangalore,Karnataka,BSNL,Mobile,0
+919944652022,Rohit Chopra,Ranchi,Jharkhand,Vodafone Idea,Mobile,0
+919466660617,Uma Bisht,Guwahati,Assam,Airtel,Mobile,0
+919927646942,Simran Bisht,Visakhapatnam,Andhra Pradesh,Vodafone Idea,Mobile,0
+918724372547,Vihaan Jadeja,Ludhiana,Punjab,Airtel,Mobile,0
+917176078068,Rahul Tripathi,Jammu,Jammu & Kashmir,Vodafone Idea,Mobile,0
+919332815217,Mahesh Vaghela,Chandigarh,Punjab,BSNL,Mobile,0
+918424040873,Mukul Jadeja,Thane,Maharashtra,Airtel,Mobile,0
+918983046186,Amanpreet Kumar,Vijayawada,Andhra Pradesh,Vodafone Idea,Mobile,0
+919441659616,Uma Banerjee,Mysore,Karnataka,BSNL,Mobile,0
+918634254909,Puneet Bhat,Hubli,Karnataka,Vodafone Idea,Mobile,0
+917917168124,Vishal Pawar,Ahmedabad,Gujarat,BSNL,Mobile,0
+917498506306,Mohan Jadhav,Srinagar,Jammu & Kashmir,Vodafone Idea,Mobile,0
+918279556407,Sushma Deshmukh,Vijayawada,Andhra Pradesh,Vodafone Idea,Mobile,0
+919738297694,Mohit Dubey,Faridabad,Haryana,Airtel,Mobile,0
+916069077589,Gurpreet Jadhav,Nagpur,Maharashtra,Vodafone Idea,Mobile,0
+919246023830,Bhavna Dhawan,Bhubaneswar,Odisha,Jio,Mobile,0
+918613794416,Ananya Pillai,Nashik,Maharashtra,Airtel,Mobile,0
+918895090737,Diya Roy,Hubli,Karnataka,Vodafone Idea,Mobile,0
+918414755506,Rahul Verma,Kochi,Kerala,Jio,Mobile,0
+917366190801,Sara Shinde,Visakhapatnam,Andhra Pradesh,Jio,Mobile,0
+918093718864,Lakshmi Chopra,Jammu,Jammu & Kashmir,Jio,Mobile,0
+919714794179,Krishna Nair,Surat,Gujarat,Jio,Mobile,0
+918324835764,Pankaj Shah,Patna,Bihar,BSNL,Mobile,0
+919483007642,Krishna Warrier,Bhubaneswar,Odisha,BSNL,Mobile,0
+918236713301,Deepa Kulkarni,Nashik,Maharashtra,Airtel,Mobile,0
+917877415190,Varun Deshmukh,Vijayawada,Andhra Pradesh,BSNL,Mobile,0
+917719171045,Ritesh Shah,Nagpur,Maharashtra,Vodafone Idea,Mobile,0
+918749165955,Arnav Bajaj,Thane,Maharashtra,Vodafone Idea,Mobile,0
+918669231536,Gaurav Thakur,Surat,Gujarat,BSNL,Mobile,0
+917665110061,Kuldeep Talwar,Nagpur,Maharashtra,Vodafone Idea,Mobile,0
+917464956182,Gurpreet Das,Jammu,Jammu & Kashmir,BSNL,Mobile,0
+917780626601,Nikhil Menon,Thane,Maharashtra,Vodafone Idea,Mobile,0
+918723125967,Kunal Garg,Gwalior,Madhya Pradesh,Vodafone Idea,Mobile,0
+919332840618,Ishaan Agarwal,Jabalpur,Madhya Pradesh,Vodafone Idea,Mobile,0
+917297677380,Brijesh Bhatia,Mumbai,Maharashtra,Vodafone Idea,Mobile,0
+919871547100,Pooja Patel,Indore,Madhya Pradesh,Jio,Mobile,0
+918085341431,Umesh Saxena,Ahmedabad,Gujarat,Jio,Mobile,0
+918822500120,Sumit Mitra,Tiruchirappalli,Tamil Nadu,Vodafone Idea,Mobile,0
+918084483403,Manju Sen,Amritsar,Punjab,BSNL,Mobile,0
+918812575159,Diya Yadav,Mumbai,Maharashtra,BSNL,Mobile,0
+918712051563,Aditya Saikia,Lucknow,Uttar Pradesh,Vodafone Idea,Mobile,0
+917951382745,Gurpreet Sharma,Mumbai,Maharashtra,BSNL,Mobile,0
+917014516648,Reema Sethi,Udaipur,Rajasthan,Airtel,Mobile,0
+917433360938,Vinita Bhat,Jodhpur,Rajasthan,Airtel,Mobile,0
+916162831769,Pankaj Khanna,Nashik,Maharashtra,Vodafone Idea,Mobile,0
+918316842042,Harpreet Arora,Vadodara,Gujarat,Vodafone Idea,Mobile,0
+918844672670,Vandana Biswas,Varanasi,Uttar Pradesh,Vodafone Idea,Mobile,0
+917236030636,Rupesh Kurup,Tiruchirappalli,Tamil Nadu,BSNL,Mobile,0
+919729989386,Sohan Jadhav,Allahabad,Uttar Pradesh,Vodafone Idea,Mobile,0
+917214796284,Myra Mukherjee,Ahmedabad,Gujarat,Vodafone Idea,Mobile,0
+918118141587,Poonam Yadav,Allahabad,Uttar Pradesh,Vodafone Idea,Mobile,0
+919097772990,Naveen Desai,Hubli,Karnataka,Jio,Mobile,0
+919143402124,Geeta Shukla,Chandigarh,Punjab,Vodafone Idea,Mobile,0
+918578948181,Tejinder Kulkarni,Visakhapatnam,Andhra Pradesh,Vodafone Idea,Mobile,0
+918073982893,Vinod Tandon,Rajkot,Gujarat,BSNL,Mobile,0
+917943107555,Pradeep Warrier,Coimbatore,Tamil Nadu,Airtel,Mobile,0
+916223901110,Gurpreet Shekhawat,Gwalior,Madhya Pradesh,BSNL,Mobile,0
+916095514081,Jaspreet Ghosh,Ranchi,Jharkhand,BSNL,Mobile,0
+917450386114,Ananya Iyer,Shimla,Himachal Pradesh,Jio,Mobile,0
+919077350222,Sumit Bhat,Visakhapatnam,Andhra Pradesh,Jio,Mobile,0
+918225176560,Manpreet Menon,Udaipur,Rajasthan,Jio,Mobile,0
+918433825758,Harish Pai,Kanpur,Uttar Pradesh,Vodafone Idea,Mobile,0
+918242702737,Sara Gogoi,Belgaum,Karnataka,Jio,Mobile,0
+918050779328,Rudra Naidu,Dehradun,Uttarakhand,Airtel,Mobile,0
+916021611976,Rekha Choudhary,Rajkot,Gujarat,Jio,Mobile,0
+917693016645,Aarohi Goyal,Bangalore,Karnataka,BSNL,Mobile,0
+916383370255,Brijesh Kumar,Jammu,Jammu & Kashmir,Airtel,Mobile,0
+918240732818,Manju Dubey,Faridabad,Haryana,Airtel,Mobile,0
+919574893313,Naveen Kulkarni,Vijayawada,Andhra Pradesh,Airtel,Mobile,0
+919320062769,Harpreet Naidu,Gwalior,Madhya Pradesh,Jio,Mobile,0
+919743551131,Anika Chatterjee,Jabalpur,Madhya Pradesh,Airtel,Mobile,0
+917839755090,Jaspreet Pai,Surat,Gujarat,BSNL,Mobile,0
+918313664976,Namita Shekhawat,Madurai,Tamil Nadu,BSNL,Mobile,0
+918855045918,Rahul More,Tiruchirappalli,Tamil Nadu,BSNL,Mobile,0
+919549603217,Ajay Shah,Kanpur,Uttar Pradesh,Airtel,Mobile,0
+918445760621,Sneha Kulkarni,Kochi,Kerala,Vodafone Idea,Mobile,0
+919762295343,Kavita Pandey,Bhubaneswar,Odisha,Jio,Mobile,0
+917975228320,Karthik Arora,Tiruchirappalli,Tamil Nadu,Vodafone Idea,Mobile,0
+917822413790,Ritu Rao,Chennai,Tamil Nadu,BSNL,Mobile,0
+917224703140,Nandini Raina,Mysore,Karnataka,Vodafone Idea,Mobile,0
+917611984617,Anita Das,Vadodara,Gujarat,Jio,Mobile,0
+917449287896,Deepak Rawat,Srinagar,Jammu & Kashmir,Airtel,Mobile,0
+917750258890,Savita Dutta,Ranchi,Jharkhand,Jio,Mobile,0
+917252406673,Manpreet Gowda,Kolkata,West Bengal,BSNL,Mobile,0
+918425985933,Tushar Tiwari,Allahabad,Uttar Pradesh,Jio,Mobile,0
+919657251180,Harpreet Rajput,Tiruchirappalli,Tamil Nadu,Vodafone Idea,Mobile,0
+918976915778,Rekha Kamath,Bhopal,Madhya Pradesh,Vodafone Idea,Mobile,0
+917572616635,Karthik Kamath,Ludhiana,Punjab,Airtel,Mobile,0
+916162755324,Aarush Choudhary,Madurai,Tamil Nadu,BSNL,Mobile,0
+919458703971,Rupesh Parmar,Coimbatore,Tamil Nadu,Airtel,Mobile,0
