PhoneNumber,Name,Location,Carrier,Type,SpamScore
+917512951387,Kavita Gupta 10,Hyderabad,Vodafone Idea,Mobile,0
+916376387010,Anita Mehta 2,Chandigarh,BSNL,Mobile,0
+918332573615,Vinod Pandey 92,Jaipur,Jio,Mobile,0
+917640878035,Pradeep Yadav 51,Mysore,Jio,Mobile,0
+918951585965,Priya Sharma,Chandigarh,Jio,Mobile,0
+919325751631,Vikram Singh,Chandigarh,Jio,Mobile,0
+918525345303,Ramesh Agarwal,Ahmedabad,Airtel,Mobile,0
+918418065786,Sunita Chauhan,Chandigarh,Vodafone Idea,Mobile,0
+917351328360,Sanjay Joshi,Chennai,BSNL,Mobile,0
+916366491772,Priya Sharma,Nagpur,Airtel,Mobile,0
+918940335586,Lakshmi Thakur 66,Vizag,Jio,Mobile,0
+917634293645,Meera Joshi,Chennai,BSNL,Mobile,0
+919367373449,Ajay Chauhan,Indore,BSNL,Mobile,0
+919079859352,Sanjay Joshi 86,Mumbai,Jio,Mobile,0
+919072042796,Ramesh Agarwal 5,Indore,Airtel,Mobile,0
+917160595099,Manoj Gupta,Pune,Airtel,Mobile,0
+917538995990,Vikram Singh 20,Kolkata,Vodafone Idea,Mobile,0
+917065488093,Swati Iyer,Nagpur,BSNL,Mobile,0
+916057247535,Nandini Agarwal 67,Mysore,BSNL,Mobile,0
+919877785335,Ajay Chauhan 88,Delhi,Vodafone Idea,Mobile,0
+918085254960,Sunil Menon,Jaipur,Jio,Mobile,0
+916624575929,Radha Pandey,Chennai,Airtel,Mobile,0
+916382312940,Sunita Chauhan,Jaipur,Airtel,Mobile,0
+916286740274,Deepak Verma,Chandigarh,BSNL,Mobile,0
+917714466481,Shalini Bhat 24,Kolkata,Jio,Mobile,0
+919819959444,Vinod Pandey,Jaipur,BSNL,Mobile,0
+919863053978,Ajay Chauhan,Bangalore,Jio,Mobile,0
+918695453092,Kavita Gupta 52,Jaipur,Jio,Mobile,0
+919815151129,Rekha Mishra 77,Vadodara,BSNL,Mobile,0
+919059907305,Shalini Bhat,Mumbai,Airtel,Mobile,0
+918423580540,Raj Patel,Jaipur,Vodafone Idea,Mobile,0
+918990092819,Vikram Singh,Vadodara,Airtel,Mobile,0
+917291502633,Karthik Iyer 96,Mumbai,Airtel,Mobile,0
+919819712779,Rekha Mishra 3,Bangalore,BSNL,Mobile,0
+919599237398,Sunil Menon,Delhi,Jio,Mobile,0
+917125882742,Naveen Saxena,Vadodara,Jio,Mobile,0
+919593436465,Padma Das 48,Mysore,Vodafone Idea,Mobile,0
+917869498536,Manoj Gupta,Indore,Jio,Mobile,0
+916741482936,Rashmi Yadav 73,Ahmedabad,Jio,Mobile,0
+919136098164,Raj Patel,Indore,Jio,Mobile,0
+916769088864,Rekha Mishra,Bangalore,Airtel,Mobile,0
+919772969956,Arun Nair,Indore,Airtel,Mobile,0
+917740056331,Lakshmi Thakur,Hyderabad,BSNL,Mobile,0
+919313741469,Sanjay Joshi 36,Kolkata,BSNL,Mobile,0
+919787710552,Vinod Pandey 20,Nagpur,BSNL,Mobile,0
+918565337276,Sunil Menon,Bhopal,Airtel,Mobile,0
+917997187595,Geeta Saxena 31,Lucknow,Airtel,Mobile,0
+916146692001,Geeta Saxena,Coimbatore,Jio,Mobile,0
+918333678424,Swati Iyer 61,Chandigarh,BSNL,Mobile,0
+917387914675,Suresh Reddy 18,Mysore,Airtel,Mobile,0
+919891974206,Neha Patel 33,Vadodara,BSNL,Mobile,0
+916518686910,Sunita Chauhan,Chennai,BSNL,Mobile,0
+917583265534,Rohit Mishra,Delhi,Vodafone Idea,Mobile,0
+917562160893,Neha Patel,Bangalore,Jio,Mobile,0
+918338699277,Pooja Reddy,Kolkata,Jio,Mobile,0
+916618458844,Vikram Singh 52,Lucknow,Vodafone Idea,Mobile,0
+917662075800,Nandini Agarwal 4,Mumbai,Airtel,Mobile,0
+919358078725,Ramesh Agarwal,Chandigarh,Vodafone Idea,Mobile,0
+918082548498,Nitin Mehta,Vizag,BSNL,Mobile,0
+917188718738,Pooja Reddy 5,Surat,Jio,Mobile,0
+916193941549,Kavita Gupta 63,Indore,Airtel,Mobile,0
+916611535031,Rashmi Yadav,Vadodara,Airtel,Mobile,0
+918783912291,Harish Bhat,Kolkata,Jio,Mobile,0
+916832796318,Sneha Verma 43,Vadodara,Vodafone Idea,Mobile,0
+917845250906,Rekha Mishra 13,Pune,Airtel,Mobile,0
+918999886972,Sneha Verma,Bangalore,Vodafone Idea,Mobile,0
+918711298653,Sanjay Joshi,Pune,BSNL,Mobile,0
+917618699653,Shalini Bhat 16,Bangalore,BSNL,Mobile,0
+918144685758,Vikram Singh,Bangalore,Jio,Mobile,0
+918411979811,Nandini Agarwal,Delhi,Jio,Mobile,0
+918955743279,Vinod Pandey,Mumbai,BSNL,Mobile,0
+918034002501,Rekha Mishra,Mumbai,BSNL,Mobile,0
+918978762906,Harish Bhat,Vizag,Airtel,Mobile,0
+917638821829,Meera Joshi 12,Indore,Jio,Mobile,0
+919526352772,Divya Nair,Coimbatore,Airtel,Mobile,0
+918424465390,Rahul Sharma,Pune,Jio,Mobile,0
+918918375983,Sanjay Joshi 73,Bhopal,Airtel,Mobile,0
+918736295096,Karthik Iyer 24,Kochi,Vodafone Idea,Mobile,0
+919099903659,Rahul Sharma,Delhi,BSNL,Mobile,0
+916040845186,Anjali Singh,Kochi,Vodafone Idea,Mobile,0
+916329285225,Ajay Chauhan 19,Mumbai,Jio,Mobile,0
+917380151427,Nandini Agarwal 22,Vadodara,Jio,Mobile,0
+919499010677,Rashmi Yadav 83,Vadodara,Jio,Mobile,0
+917343232124,Sunita Chauhan,Chennai,BSNL,Mobile,0
+919779388139,Sunil Menon,Coimbatore,Jio,Mobile,0
+918288113920,Rashmi Yadav 1,Bangalore,Airtel,Mobile,0
+916280479866,Sanjay Joshi,Chandigarh,Airtel,Mobile,0
+918261949977,Arun Nair,Chennai,BSNL,Mobile,0
+918177729580,Manoj Gupta,Surat,Jio,Mobile,0
+917593801358,Meera Joshi,Bangalore,Airtel,Mobile,0
+917956087923,Rohit Mishra 89,Surat,Airtel,Mobile,0
+919679415064,Harish Bhat 6,Jaipur,BSNL,Mobile,0
+919537640319,Ramesh Agarwal,Chandigarh,Airtel,Mobile,0
+918796895183,Suresh Reddy,Kolkata,Vodafone Idea,Mobile,0
+916246564580,Rashmi Yadav,Surat,Vodafone Idea,Mobile,0
+919013464384,Rekha Mishra 5,Bangalore,BSNL,Mobile,0
+919695455802,Neha Patel,Vadodara,Jio,Mobile,0
+919167642983,Rekha Mishra,Indore,Airtel,Mobile,0
+918897402714,Swati Iyer,Coimbatore,Jio,Mobile,0
+919711434714,Amit Kumar,Hyderabad,Jio,Mobile,0
+919069646126,Suresh Reddy 35,Bhopal,BSNL,Mobile,0
+916060173221,Vikram Singh 22,Chandigarh,Jio,Mobile,0
+918964840722,Shalini Bhat 7,Kolkata,Jio,Mobile,0
+918094732755,Amit Kumar,Indore,Vodafone Idea,Mobile,0
+918237963074,Harish Bhat 59,Vizag,Airtel,Mobile,0
+917287938991,Divya Nair 47,Pune,Airtel,Mobile,0
+916731739365,Vikram Singh,Kochi,Vodafone Idea,Mobile,0
+917076520885,Rekha Mishra 61,Jaipur,Airtel,Mobile,0
+918955783666,Rahul Sharma 39,Chandigarh,BSNL,Mobile,0
+918574227557,Ramesh Agarwal 66,Delhi,BSNL,Mobile,0
+917490770914,Pooja Reddy,Pune,BSNL,Mobile,0
+917042886354,Shalini Bhat 18,Pune,Jio,Mobile,0
+919553816321,Rahul Sharma 32,Pune,Vodafone Idea,Mobile,0
+919526016378,Karthik Iyer,Chennai,Jio,Mobile,0
+917485708048,Anjali Singh,Bangalore,BSNL,Mobile,0
+916559548725,Divya Nair,Hyderabad,Vodafone Idea,Mobile,0
+917198916375,Sanjay Joshi,Pune,Airtel,Mobile,0
+916867734304,Ajay Chauhan,Delhi,BSNL,Mobile,0
+917463955153,Rohit Mishra,Jaipur,Jio,Mobile,0
+916725214763,Divya Nair,Coimbatore,Vodafone Idea,Mobile,0
+918968524195,Padma Das,Vizag,BSNL,Mobile,0
+917197268920,Naveen Saxena 45,Nagpur,BSNL,Mobile,0
+917013590450,Pradeep Yadav,Kolkata,Airtel,Mobile,0
+918740269879,Shalini Bhat,Mumbai,Vodafone Idea,Mobile,0
+917489040246,Vinod Pandey,Lucknow,Airtel,Mobile,0
+916268555001,Anjali Singh,Lucknow,Jio,Mobile,0
+916789186031,Amit Kumar,Chandigarh,Jio,Mobile,0
+919634760141,Radha Pandey,Mysore,Vodafone Idea,Mobile,0
+916591909106,Lakshmi Thakur,Indore,Vodafone Idea,Mobile,0
+916845176160,Neha Patel,Nagpur,BSNL,Mobile,0
+916931029659,Arun Nair,Bhopal,Jio,Mobile,0
+917751957848,Deepak Verma 33,Vadodara,BSNL,Mobile,0
+919644575983,Raj Patel,Nagpur,BSNL,Mobile,0
+918165459210,Vikram Singh,Nagpur,Vodafone Idea,Mobile,0
+916184633074,Ramesh Agarwal,Chennai,Vodafone Idea,Mobile,0
+918232196031,Vikram Singh,Kochi,Airtel,Mobile,0
+917844873652,Radha Pandey,Pune,Vodafone Idea,Mobile,0
+918941801647,Ramesh Agarwal,Mysore,BSNL,Mobile,0
+917710228443,Sanjay Joshi 76,Chandigarh,BSNL,Mobile,0
+917377611375,Pradeep Yadav,Kochi,Airtel,Mobile,0
+919676849693,Rohit Mishra,Jaipur,BSNL,Mobile,0
+916594624453,Amit Kumar,Indore,Jio,Mobile,0
+919712999122,Anita Mehta,Jaipur,Vodafone Idea,Mobile,0
+918395771081,Divya Nair,Kochi,Airtel,Mobile,0
+916028603862,Uma Menon,Vizag,BSNL,Mobile,0
+918164877185,Manoj Gupta,Surat,Jio,Mobile,0
+916741935526,Meera Joshi,Jaipur,BSNL,Mobile,0
+917315828682,Priya Sharma,Vadodara,Vodafone Idea,Mobile,0
+916716568931,Karthik Iyer 71,Vadodara,BSNL,Mobile,0
+918956406022,Vikram Singh,Vadodara,Vodafone Idea,Mobile,0
+919795189441,Nandini Agarwal,Delhi,Jio,Mobile,0
+919590377186,Lakshmi Thakur,Ahmedabad,Airtel,Mobile,0
+917453861678,Anjali Singh,Mumbai,Vodafone Idea,Mobile,0
+916969311228,Priya Sharma,Bhopal,BSNL,Mobile,0
+918729787214,Rekha Mishra 34,Jaipur,Airtel,Mobile,0
+916051563260,Geeta Saxena 32,Hyderabad,BSNL,Mobile,0
+918272940611,Rashmi Yadav,Mysore,Vodafone Idea,Mobile,0
+916080791913,Arun Nair 68,Hyderabad,BSNL,Mobile,0
+918468720568,Rekha Mishra 1,Kochi,Airtel,Mobile,0
+917456885852,Pooja Reddy,Mumbai,Vodafone Idea,Mobile,0
+919785360659,Vikram Singh,Delhi,BSNL,Mobile,0
+918940446665,Arun Nair,Chandigarh,Airtel,Mobile,0
+919121325936,Sanjay Joshi 3,Vizag,Vodafone Idea,Mobile,0
+917880380741,Lakshmi Thakur,Vadodara,Vodafone Idea,Mobile,0
+917523730234,Pradeep Yadav,Surat,Airtel,Mobile,0
+916645333195,Rashmi Yadav,Bhopal,BSNL,Mobile,0
+917953948080,Sanjay Joshi,Pune,Airtel,Mobile,0
+917969693968,Padma Das 74,Surat,Airtel,Mobile,0
+917110253870,Shalini Bhat,Bhopal,Vodafone Idea,Mobile,0
+919634241919,Meera Joshi,Vizag,Airtel,Mobile,0
+918659354284,Nitin Mehta,Bangalore,Vodafone Idea,Mobile,0
+919694981321,Radha Pandey,Ahmedabad,Jio,Mobile,0
+918323796736,Priya Sharma,Kochi,BSNL,Mobile,0
+916564504688,Shalini Bhat,Coimbatore,Airtel,Mobile,0
+918591041084,Ramesh Agarwal,Ahmedabad,Jio,Mobile,0
+918527356495,Nandini Agarwal,Bangalore,BSNL,Mobile,0
+919378476479,Pradeep Yadav 84,Jaipur,BSNL,Mobile,0
+918257134039,Suresh Reddy,Jaipur,Airtel,Mobile,0
+917554531140,Neha Patel,Mumbai,Airtel,Mobile,0
+919421685475,Meera Joshi,Pune,BSNL,Mobile,0
+917128591332,Geeta Saxena,Hyderabad,Vodafone Idea,Mobile,0
+917940030604,Deepak Verma 7,Delhi,Vodafone Idea,Mobile,0
+918330841967,Harish Bhat,Kochi,Vodafone Idea,Mobile,0
+918615562407,Karthik Iyer 43,Surat,Airtel,Mobile,0
+917976299495,Priya Sharma 19,Coimbatore,BSNL,Mobile,0
+918920765538,Vinod Pandey,Vizag,Airtel,Mobile,0
+918854394021,Kavita Gupta,Mysore,Airtel,Mobile,0
+918639518231,Kavita Gupta,Indore,BSNL,Mobile,0
+918199793732,Sneha Verma 68,Nagpur,Vodafone Idea,Mobile,0
+916918962725,Ramesh Agarwal 72,Chandigarh,Vodafone Idea,Mobile,0
+919616969084,Geeta Saxena,Nagpur,Vodafone Idea,Mobile,0
+916715075261,Pooja Reddy 75,Delhi,BSNL,Mobile,0
+917037402571,Sunil Menon,Mysore,Vodafone Idea,Mobile,0
+919096139024,Shalini Bhat,Surat,Airtel,Mobile,0
+918634002872,Nitin Mehta,Mysore,Vodafone Idea,Mobile,0
+917388920197,Geeta Saxena,Chennai,Airtel,Mobile,0
+917828843747,Neha Patel,Lucknow,Jio,Mobile,0
+916525398627,Arun Nair 30,Lucknow,Vodafone Idea,Mobile,0
+916657090325,Rashmi Yadav,Hyderabad,Vodafone Idea,Mobile,0
+918062792063,Raj Patel 83,Mumbai,Airtel,Mobile,0
+916943934342,Naveen Saxena,Coimbatore,Jio,Mobile,0
+919555440704,Ramesh Agarwal,Nagpur,BSNL,Mobile,0
+918769609736,Raj Patel,Indore,Jio,Mobile,0
+917256383053,Arun Nair,Kochi,Jio,Mobile,0
+919779184961,Geeta Saxena,Bangalore,Vodafone Idea,Mobile,0
+918143413041,Sunil Menon,Chandigarh,Airtel,Mobile,0
+919710171925,Rahul Sharma,Pune,Jio,Mobile,0
+916921161263,Raj Patel 49,Chandigarh,BSNL,Mobile,0
+916224708943,Suresh Reddy 80,Bangalore,Jio,Mobile,0
+918450871923,Sneha Verma,Nagpur,Airtel,Mobile,0
+917911802115,Harish Bhat,Nagpur,BSNL,Mobile,0
+916238759326,Arun Nair 54,Nagpur,BSNL,Mobile,0
+917419810703,Nitin Mehta 82,Mysore,BSNL,Mobile,0
+917890573454,Suresh Reddy 48,Vizag,Vodafone Idea,Mobile,0
+916835094711,Rahul Sharma 99,Chandigarh,BSNL,Mobile,0
+916581976481,Meera Joshi,Bhopal,Vodafone Idea,Mobile,0
+919135572157,Arun Nair,Ahmedabad,Airtel,Mobile,0
+917993151755,Pooja Reddy 27,Hyderabad,Vodafone Idea,Mobile,0
+918363803387,Vinod Pandey,Nagpur,Airtel,Mobile,0
+916215214457,Raj Patel,Bhopal,Vodafone Idea,Mobile,0
+916853161699,Vikram Singh 5,Kochi,Jio,Mobile,0
+917957805053,Gaurav Thakur,Coimbatore,Jio,Mobile,0
+918882916908,Rekha Mishra,Ahmedabad,Vodafone Idea,Mobile,0
+916929545841,Pradeep Yadav,Chandigarh,Jio,Mobile,0
+916843856412,Sunil Menon,Bangalore,Vodafone Idea,Mobile,0
+918086099363,Vinod Pandey 14,Bangalore,BSNL,Mobile,0
+918347174993,Neha Patel,Kolkata,Vodafone Idea,Mobile,0
+917532407012,Ramesh Agarwal,Delhi,Vodafone Idea,Mobile,0
+916953745561,Sneha Verma,Indore,Jio,Mobile,0
+918887466592,Priya Sharma 97,Mysore,Vodafone Idea,Mobile,0
+919893776411,Nitin Mehta,Jaipur,Airtel,Mobile,0
+918977958951,Rohit Mishra 82,Pune,BSNL,Mobile,0
+917416631491,Raj Patel,Pune,Airtel,Mobile,0
+918332351231,Rashmi Yadav,Pune,Vodafone Idea,Mobile,0
+918383046657,Rekha Mishra 69,Chennai,Jio,Mobile,0
+918633328646,Vikram Singh 82,Mumbai,Vodafone Idea,Mobile,0
+917833368920,Padma Das 62,Kolkata,Airtel,Mobile,0
+918637661262,Sunita Chauhan,Vizag,Vodafone Idea,Mobile,0
+917082886807,Pooja Reddy,Lucknow,BSNL,Mobile,0
+917126689939,Anita Mehta,Vizag,Airtel,Mobile,0
+916634217459,Lakshmi Thakur 7,Kolkata,Vodafone Idea,Mobile,0
+916926674478,Gaurav Thakur,Surat,Vodafone Idea,Mobile,0
+919865064099,Manoj Gupta,Indore,Airtel,Mobile,0
+919714447654,Vikram Singh,Bhopal,Airtel,Mobile,0
+916962548065,Sunil Menon,Jaipur,Jio,Mobile,0
+918638786531,Ajay Chauhan 81,Kolkata,Jio,Mobile,0
+919441492163,Vinod Pandey,Pune,Jio,Mobile,0
+918382543331,Sanjay Joshi,Bhopal,BSNL,Mobile,0
+916555103536,Sneha Verma 8,Kolkata,Jio,Mobile,0
+918512425659,Uma Menon,Coimbatore,Jio,Mobile,0
+918552799564,Deepak Verma,Hyderabad,Airtel,Mobile,0
+919634050002,Sanjay Joshi,Hyderabad,Vodafone Idea,Mobile,0
+916091402046,Rekha Mishra 23,Indore,Jio,Mobile,0
+918869728610,Rashmi Yadav 59,Bhopal,Vodafone Idea,Mobile,0
+918257205178,Manoj Gupta 42,Delhi,Airtel,Mobile,0
+919831724323,Swati Iyer,Coimbatore,BSNL,Mobile,0
+917343045791,Sunita Chauhan 40,Hyderabad,Vodafone Idea,Mobile,0
+919459951579,Nandini Agarwal,Nagpur,Airtel,Mobile,0
+916785878443,Geeta Saxena,Delhi,Jio,Mobile,0
+918576975195,Gaurav Thakur,Delhi,Airtel,Mobile,0
+916085851271,Geeta Saxena 67,Hyderabad,Airtel,Mobile,0
+919792331678,Vikram Singh,Vadodara,BSNL,Mobile,0
+917074875566,Padma Das,Ahmedabad,Jio,Mobile,0
+916087725334,Pradeep Yadav,Nagpur,Airtel,Mobile,0
+919571804714,Radha Pandey,Kochi,Airtel,Mobile,0
+918476233478,Kavita Gupta,Nagpur,Airtel,Mobile,0
+917846659566,Amit Kumar,Hyderabad,Airtel,Mobile,0
+918536987134,Uma Menon 19,Kochi,BSNL,Mobile,0
+918659739474,Nandini Agarwal,Vizag,Vodafone Idea,Mobile,0
+916947637695,Pooja Reddy,Lucknow,Airtel,Mobile,0
+916988325942,Rahul Sharma 66,Kochi,Airtel,Mobile,0
+917651254183,Sunil Menon,Lucknow,Airtel,Mobile,0
+918760321246,Pooja Reddy 52,Coimbatore,Vodafone Idea,Mobile,0
+919158826031,Shalini Bhat,Mysore,Jio,Mobile,0
+917929027430,Naveen Saxena 95,Jaipur,Vodafone Idea,Mobile,0
+917436423480,Ramesh Agarwal,Surat,Airtel,Mobile,0
+918165245563,Rekha Mishra,Lucknow,Airtel,Mobile,0
+918965378513,Raj Patel,Mumbai,Airtel,Mobile,0
+917852001382,Divya Nair,Indore,BSNL,Mobile,0
+919632410512,Radha Pandey,Pune,Jio,Mobile,0
+916544138355,Geeta Saxena,Chennai,Airtel,Mobile,0
+918339791925,Divya Nair,Mysore,Vodafone Idea,Mobile,0
+918727303435,Rahul Sharma,Kolkata,BSNL,Mobile,0
+916961585032,Deepak Verma,Lucknow,Jio,Mobile,0
+919826018752,Deepak Verma,Mysore,Airtel,Mobile,0
+916257261402,Sanjay Joshi,Chandigarh,Airtel,Mobile,0
+919091409361,Sneha Verma 51,Nagpur,Vodafone Idea,Mobile,0
+918327765533,Nandini Agarwal 18,Vadodara,BSNL,Mobile,0
+919737133337,Deepak Verma,Vizag,Airtel,Mobile,0
+916643386232,Amit Kumar,Surat,BSNL,Mobile,0
+918448837717,Anjali Singh 53,Lucknow,BSNL,Mobile,0
+917123030687,Priya Sharma,Chandigarh,BSNL,Mobile,0
+918126360534,Rahul Sharma,Mumbai,Vodafone Idea,Mobile,0
+916877944066,Neha Patel 63,Surat,BSNL,Mobile,0
+919889087584,Rahul Sharma 22,Kochi,Airtel,Mobile,0
+919796404343,Rekha Mishra,Surat,BSNL,Mobile,0
+919470336536,Lakshmi Thakur 17,Pune,Vodafone Idea,Mobile,0
+918299053973,Nitin Mehta,Chandigarh,BSNL,Mobile,0
+916394522880,Lakshmi Thakur,Surat,BSNL,Mobile,0
+916724794762,Priya Sharma,Coimbatore,Airtel,Mobile,0
+916248745305,Meera Joshi,Ahmedabad,BSNL,Mobile,0
+917892641552,Kavita Gupta 86,Nagpur,Airtel,Mobile,0
+918782110890,Anjali Singh,Pune,Jio,Mobile,0
+916531603122,Priya Sharma 91,Vizag,Airtel,Mobile,0
+916727923408,Geeta Saxena,Indore,BSNL,Mobile,0
+918242621650,Priya Sharma,Bhopal,Airtel,Mobile,0
+918664900053,Sunil Menon,Vadodara,Airtel,Mobile,0
+919182025312,Harish Bhat,Lucknow,Vodafone Idea,Mobile,0
+916627225707,Nitin Mehta,Pune,BSNL,Mobile,0
+918116853452,Radha Pandey 63,Indore,Jio,Mobile,0
+916838967191,Manoj Gupta,Hyderabad,BSNL,Mobile,0
+918422329867,Rashmi Yadav 38,Mysore,BSNL,Mobile,0
+918477247591,Sunita Chauhan 6,Pune,BSNL,Mobile,0
+916335491172,Sunita Chauhan 58,Coimbatore,Vodafone Idea,Mobile,0
+918377288184,Anita Mehta,Mumbai,Airtel,Mobile,0
+916372678299,Amit Kumar,Mumbai,Airtel,Mobile,0
+919816382837,Sanjay Joshi,Mumbai,BSNL,Mobile,0
+917479266270,Pooja Reddy 14,Chandigarh,Vodafone Idea,Mobile,0
+917748638119,Harish Bhat,Chandigarh,Airtel,Mobile,0
+917584337849,Rashmi Yadav,Ahmedabad,Vodafone Idea,Mobile,0
+917963168933,Suresh Reddy,Chennai,Jio,Mobile,0
+917267280755,Pradeep Yadav,Vadodara,Vodafone Idea,Mobile,0
+917117478725,Rekha Mishra 49,Delhi,Vodafone Idea,Mobile,0
+917028086342,Arun Nair,Nagpur,BSNL,Mobile,0
+916990751232,Anita Mehta 31,Kochi,BSNL,Mobile,0
+916847815066,Nitin Mehta,Jaipur,Jio,Mobile,0
+919452405533,Pradeep Yadav,Pune,Vodafone Idea,Mobile,0
+919754012766,Meera Joshi,Kochi,Vodafone Idea,Mobile,0
+918483396464,Amit Kumar,Bhopal,Jio,Mobile,0
+916196514685,Vinod Pandey,Coimbatore,BSNL,Mobile,0
+916852511968,Pradeep Yadav,Pune,Airtel,Mobile,0
+917518141282,Kavita Gupta,Hyderabad,Jio,Mobile,0
+919371493835,Vinod Pandey,Pune,Vodafone Idea,Mobile,0
+919359775279,Shalini Bhat 13,Bhopal,Vodafone Idea,Mobile,0
+919894536804,Karthik Iyer,Coimbatore,Vodafone Idea,Mobile,0
+918888863221,Amit Kumar 10,Ahmedabad,BSNL,Mobile,0
+916363197686,Rahul Sharma 96,Mysore,Airtel,Mobile,0
+916693710936,Harish Bhat,Hyderabad,Jio,Mobile,0
+916197123480,Ramesh Agarwal,Surat,Vodafone Idea,Mobile,0
+918632024328,Rohit Mishra,Lucknow,Vodafone Idea,Mobile,0
+916648354042,Manoj Gupta 74,Bangalore,Airtel,Mobile,0
+916159691401,Vikram Singh,Bhopal,Vodafone Idea,Mobile,0
+918561720730,Rashmi Yadav,Delhi,Jio,Mobile,0
+919873732038,Nandini Agarwal,Kochi,Jio,Mobile,0
+916899804424,Shalini Bhat,Mumbai,Jio,Mobile,0
+916746186329,Pooja Reddy,Mumbai,BSNL,Mobile,0
+918680239365,Sneha Verma,Mysore,Vodafone Idea,Mobile,0
+919678795085,Rekha Mishra,Pune,Vodafone Idea,Mobile,0
+916192307330,Padma Das,Kochi,Vodafone Idea,Mobile,0
+916537769695,Nitin Mehta,Surat,Airtel,Mobile,0
+919747467487,Arun Nair,Coimbatore,Jio,Mobile,0
+918286455980,Radha Pandey,Indore,BSNL,Mobile,0
+916718720533,Uma Menon,Mumbai,BSNL,Mobile,0
+917746936545,Nandini Agarwal,Surat,Vodafone Idea,Mobile,0
+917322623807,Lakshmi Thakur 91,Indore,Jio,Mobile,0
+917079117891,Harish Bhat,Chandigarh,Airtel,Mobile,0
+916343525896,Pradeep Yadav,Mysore,Jio,Mobile,0
+918440818336,Karthik Iyer 45,Coimbatore,Jio,Mobile,0
+919881808945,Sanjay Joshi,Nagpur,Airtel,Mobile,0
+917367160377,Shalini Bhat,Delhi,BSNL,Mobile,0
+918666260905,Rohit Mishra,Mysore,Jio,Mobile,0
+918455964270,Lakshmi Thakur,Mysore,Jio,Mobile,0
+919515276682,Uma Menon 23,Pune,Airtel,Mobile,0
+918218368966,Rohit Mishra 79,Vadodara,Vodafone Idea,Mobile,0
+918343596879,Arun Nair 82,Hyderabad,BSNL,Mobile,0
+918541276677,Nandini Agarwal,Mumbai,Jio,Mobile,0
+916592937505,Pradeep Yadav 13,Bangalore,Jio,Mobile,0
+919077400938,Kavita Gupta,Ahmedabad,Airtel,Mobile,0
+916544894027,Manoj Gupta,Mumbai,BSNL,Mobile,0
+917233356047,Swati Iyer,Hyderabad,BSNL,Mobile,0
+918026387829,Sunita Chauhan,Jaipur,Airtel,Mobile,0
+918885144220,Swati Iyer,Ahmedabad,Airtel,Mobile,0
+918226703659,Karthik Iyer,Ahmedabad,Jio,Mobile,0
+916870084995,Geeta Saxena 20,Kochi,Airtel,Mobile,0
+916921882443,Uma Menon,Chandigarh,BSNL,Mobile,0
+918159210626,Amit Kumar,Vadodara,BSNL,Mobile,0
+918028546370,Vinod Pandey,Coimbatore,Airtel,Mobile,0
+918589361740,Nandini Agarwal,Vizag,BSNL,Mobile,0
+916953529676,Gaurav Thakur 9,Bhopal,Airtel,Mobile,0
+918929046194,Swati Iyer,Kochi,Airtel,Mobile,0
+917715843158,Ramesh Agarwal 73,Chandigarh,BSNL,Mobile,0
+917783780927,Anjali Singh,Delhi,Airtel,Mobile,0
+917079201505,Rekha Mishra,Nagpur,Jio,Mobile,0
+918178614358,Swati Iyer,Lucknow,Vodafone Idea,Mobile,0
+918353676586,Rashmi Yadav 31,Coimbatore,Jio,Mobile,0
+916744521290,Meera Joshi 45,Kochi,BSNL,Mobile,0
+919630456522,Sanjay Joshi,Pune,Jio,Mobile,0
+918488458818,Nitin Mehta 12,Hyderabad,BSNL,Mobile,0
+916516668672,Sunita Chauhan 71,Lucknow,Vodafone Idea,Mobile,0
+918137268443,Sunita Chauhan,Ahmedabad,Vodafone Idea,Mobile,0
+916353691228,Rashmi Yadav,Kochi,Vodafone Idea,Mobile,0
+916921942370,Ajay Chauhan,Jaipur,Jio,Mobile,0
+917094754246,Manoj Gupta,Delhi,Jio,Mobile,0
+916162887169,Arun Nair,Mysore,Airtel,Mobile,0
+918246823520,Padma Das,Kochi,Jio,Mobile,0
+919529557961,Priya Sharma 67,Vizag,BSNL,Mobile,0
+916742288984,Vikram Singh,Mysore,Vodafone Idea,Mobile,0
+918336854405,Suresh Reddy,Vizag,Jio,Mobile,0
+917018306630,Neha Patel 24,Kolkata,Vodafone Idea,Mobile,0
+919678725421,Ramesh Agarwal,Kolkata,Airtel,Mobile,0
+918822478965,Radha Pandey,Vadodara,Vodafone Idea,Mobile,0
+916832826618,Raj Patel,Bhopal,BSNL,Mobile,0
+917831790697,Manoj Gupta,Indore,Jio,Mobile,0
+917282577566,Naveen Saxena 33,Lucknow,Airtel,Mobile,0
+916260575552,Pooja Reddy 10,Hyderabad,Jio,Mobile,0
+917889101196,Swati Iyer,Indore,Vodafone Idea,Mobile,0
+918027653902,Pradeep Yadav 93,Hyderabad,Airtel,Mobile,0
+916638479580,Karthik Iyer,Jaipur,Airtel,Mobile,0
+917715309794,Divya Nair,Chandigarh,BSNL,Mobile,0
+919112849986,Uma Menon,Surat,Vodafone Idea,Mobile,0
+918686391700,Karthik Iyer,Hyderabad,Airtel,Mobile,0
+919821170264,Divya Nair 84,Mysore,Jio,Mobile,0
+917590347941,Padma Das 57,Vizag,Airtel,Mobile,0
